Identifier,Title,OBJECT_ID,OBJECT_PORTFOLIO_ID,Target,TargetService,Coverage,Unique coverage (compared to other set),Status
0020-5850,International Affairs (Royal Institute of International Affairs 1944-),9.54925E+11,1E+15,EBSCOhost Humanities International Complete,getFullTxt,1975-2020,,ACTIVE
0020-5850,International Affairs (Royal Institute of International Affairs 1944-),9.54925E+11,1E+15,EBSCOhost Political Science Complete,getFullTxt,1975-2020,,ACTIVE
0020-5850,International Affairs (Royal Institute of International Affairs 1944-),9.54925E+11,1.11016E+14,JSTOR Arts and Sciences II,getFullTxt,1944-2015,,ACTIVE
0020-5850,International Affairs (Royal Institute of International Affairs 1944-),9.54925E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1944-1995,,ACTIVE
0020-8701,International Social Science Journal,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0020-8701,International Social Science Journal,9.54925E+11,1E+15,EBSCOhost SocINDEX with Full Text,getFullTxt,1959-2020,,ACTIVE
0021-8790,Journal of Animal Ecology,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1998,,ACTIVE
0021-8790,Journal of Animal Ecology,9.54925E+11,1.10994E+14,JSTOR Arts and Sciences I,getFullTxt,1932-2015,,ACTIVE
0021-8790,Journal of Animal Ecology,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1932-2015,,ACTIVE
0021-8812,Journal of Animal Science,9.54925E+11,4.97E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0021-8812,Journal of Animal Science,9.54925E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1910-1995,,ACTIVE
0021-8901,Journal of Applied Ecology,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1998,,ACTIVE
0021-8901,Journal of Applied Ecology,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1964-2015,,ACTIVE
0022-0477,Journal of Ecology,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1998,,ACTIVE
0022-0477,Journal of Ecology,9.54925E+11,1.10994E+14,JSTOR Arts and Sciences I,getFullTxt,1913-2015,,ACTIVE
0022-0477,Journal of Ecology,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1913-2015,,ACTIVE
0022-0493,Journal of Economic Entomology,9.54925E+11,4.33E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0022-0493,Journal of Economic Entomology,9.54925E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1908-1995,,ACTIVE
0022-0957,Journal of Experimental Botany,9.54925E+11,4.33E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0022-0957,Journal of Experimental Botany,9.54925E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1950-1995,,ACTIVE
0022-1201,Journal of Forestry,9.54925E+11,3.8E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0022-1201,Journal of Forestry,9.54925E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1902-1995,,ACTIVE
0022-1333,Journal of Genetics,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,-2006,,ACTIVE
0022-1333,Journal of Genetics,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0022-149X,Journal of Helminthology,9.54925E+11,3.24E+15,CRKN Cambridge University Press Journals,getFullTxt,-1999,,ACTIVE
0022-149X,Journal of Helminthology,9.54925E+11,2.55E+15,Public Health Database,getFullTxt,2001-2020,,ACTIVE
0022-1503,Journal of heredity,9.54925E+11,4.33E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0022-1503,Journal of heredity,9.54925E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1914-1995,,ACTIVE
0022-1511,Journal of Herpetology,9.54925E+11,2.55E+15,EBSCOhost Academic Search Complete,getFullTxt,-2010,,ACTIVE
0022-1511,Journal of Herpetology,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1968-2017,,ACTIVE
0022-2372,Journal of Mammalogy,9.54925E+11,4.33E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0022-2372,Journal of Mammalogy,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1919-2017,,ACTIVE
0022-2372,Journal of Mammalogy,9.54925E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1919-1995,,ACTIVE
0022-2585,Journal of Medical Entomology,9.54925E+11,4.33E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0022-2585,Journal of Medical Entomology,9.54925E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1964-1995,,ACTIVE
0022-2585,Journal of Medical Entomology,9.54925E+11,3.78E+15,Public Health Database,getFullTxt,2016-2020,,ACTIVE
0022-2933,Journal of natural history,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1998-2020,,ACTIVE
0022-2933,Journal of natural history,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,1998-2020,,ACTIVE
0022-541X,The Journal of Wildlife Management,9.54925E+11,3.4E+15,CRKN Wiley Online Library,getFullTxt,-2004,,ACTIVE
0022-541X,The Journal of Wildlife Management,9.54925E+11,1E+15,Ejournal Publishers,getFullTxt,-2004,,ACTIVE
0022-541X,The Journal of Wildlife Management,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1937-2018,,ACTIVE
0022-541X,The Journal of Wildlife Management,9.54925E+11,2.92E+15,Wiley Online Library All Journals,getFullTxt,-2004,,ACTIVE
0023-7639,Land Economics,9.54921E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,1987-1998,,ACTIVE
0023-7639,Land Economics,9.54921E+11,1.11032E+14,Business Insights: Essentials,getFullTxt,1989-1999,,ACTIVE
0023-7639,Land Economics,9.54921E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,-1965,,ACTIVE
0023-7639,Land Economics,9.54921E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,-1965,,ACTIVE
0023-7639,Land Economics,9.54921E+11,1.11092E+14,JSTOR Arts and Sciences VII,getFullTxt,1948-2015,,ACTIVE
0023-7639,Land Economics,9.54921E+11,2.67E+15,Project Muse Premium Collection,getFullTxt,-2008,,ACTIVE
0024-3590,Limnology and Oceanography,9.54925E+11,3.79E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0024-3590,Limnology and Oceanography,9.54925E+11,5.59E+15,JSTOR Arts and Sciences IV,getFullTxt,1956-2008,,ACTIVE
0024-3590,Limnology and Oceanography,9.54925E+11,4.1E+15,JSTOR Life Sciences Collection,getFullTxt,1956-2017,,ACTIVE
0024-4066,Biological Journal of the Linnean Society,9.54923E+11,3.81E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0024-4066,Biological Journal of the Linnean Society,9.54923E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,2007-2016,,ACTIVE
0024-4066,Biological Journal of the Linnean Society,9.54923E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2003-2020,,ACTIVE
0024-4066,Biological Journal of the Linnean Society,9.54923E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1969-1995,,ACTIVE
0024-4074,Botanical journal of the Linnean Society,9.54923E+11,3.81E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0024-4074,Botanical journal of the Linnean Society,9.54923E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,2007-2016,,ACTIVE
0024-4074,Botanical journal of the Linnean Society,9.54923E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2003-2020,,ACTIVE
0024-4074,Botanical journal of the Linnean Society,9.54923E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1856-1995,,ACTIVE
0025-3162,Marine Biology,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2003-2020,,ACTIVE
0025-3162,Marine Biology,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2003-2020,,ACTIVE
0025-3162,Marine Biology,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0026-6493,Annals of the Missouri Botanical Garden,9.54925E+11,3.71E+15,EBSCOhost Environment Complete,getFullTxt,-2016,,ACTIVE
0026-6493,Annals of the Missouri Botanical Garden,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1914-2017,,ACTIVE
0028-0739,Natural Resources Journal,9.54925E+11,3.71E+15,EBSCOhost Environment Complete,getFullTxt,-2014,,ACTIVE
0028-0739,Natural Resources Journal,9.54925E+11,3.79E+15,Nexis Uni,getFullTxt,-2004,,ACTIVE
0028-0836,Nature,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1997-2015,,ACTIVE
0028-0836,Nature,9.54925E+11,1E+15,EBSCOhost Canadian Reference Centre,getFullTxt,1997-2015,,ACTIVE
0028-0836,Nature,9.54925E+11,1.11046E+14,EBSCOhost MasterFILE Premier,getFullTxt,1997-2015,,ACTIVE
0028-0836,Nature,9.54925E+11,5.47E+15,Gale OneFile: CPI.Q,getFullTxt,2000-2020,,ACTIVE
0028-0836,Nature,9.54925E+11,1.10975E+14,Nature,getFullTxt,-1869,,ACTIVE
0028-0836,Nature,9.54925E+11,3.79E+15,Nursing & Allied Health Database,getFullTxt,1990-2020,,ACTIVE
0028-0836,Nature,9.54925E+11,2.67E+15,Public Health Database,getFullTxt,1990-2020,,ACTIVE
0028-646X,The New Phytologist,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0028-646X,The New Phytologist,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1902-2017,,ACTIVE
0029-8549,Oecologia,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2000-2020,,ACTIVE
0029-8549,Oecologia,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1968-2015,,ACTIVE
0029-8549,Oecologia,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0030-1299,Oikos,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-2000,,ACTIVE
0030-1299,Oikos,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1949-2013,,ACTIVE
0030-6053,Oryx: International Journal of Conservation,9.54925E+11,3.24E+15,CRKN Cambridge University Press Journals,getFullTxt,-2007,,ACTIVE
0030-6053,Oryx: International Journal of Conservation,9.54925E+11,1E+15,MacEwan EBSCO Electronic Journals Service,getFullTxt,2012-2013,,ACTIVE
0030-8870,Pacific Science,9.54929E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2004-2020,,ACTIVE
0030-8870,Pacific Science,9.54929E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2004-2020,,ACTIVE
0030-8870,Pacific Science,9.54929E+11,1E+15,Project Muse Premium Collection,getFullTxt,-2001,,ACTIVE
0030-9923,Pakistan Journal of Zoology,1.10976E+14,2.55E+15,EBSCOhost Environment Complete,getFullTxt,-2010,,ACTIVE
0030-9923,Pakistan Journal of Zoology,1.10976E+14,3.79E+15,Nexis Uni,getFullTxt,-2010,,ACTIVE
0031-1820,Parasitology,9.54925E+11,3.24E+15,CRKN Cambridge University Press Journals,getFullTxt,-1997,,ACTIVE
0031-1820,Parasitology,9.54925E+11,1.10976E+14,MacEwan EBSCO Electronic Journals Service,getFullTxt,2012-2013,,ACTIVE
0031-1820,Parasitology,9.54925E+11,2.55E+15,Public Health Database,getFullTxt,-2001,,ACTIVE
0032-079X,Plant and Soil,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2003-2020,,ACTIVE
0032-079X,Plant and Soil,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2003-2020,,ACTIVE
0032-079X,Plant and Soil,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0032-0935,Planta,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,1999-2020,,ACTIVE
0032-0935,Planta,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0032-2687,Policy Sciences,9.54921E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,1999-2020,,ACTIVE
0032-2687,Policy Sciences,9.54921E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,1970-2020,,ACTIVE
0032-2687,Policy Sciences,9.54921E+11,1E+15,EBSCOhost Political Science Complete,getFullTxt,1970-2020,,ACTIVE
0032-2687,Policy Sciences,9.54921E+11,1E+15,JSTOR Arts and Sciences VI,getFullTxt,1970-2015,,ACTIVE
0032-2687,Policy Sciences,9.54921E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0033-0124,Professional Geographer,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1984-2020,,ACTIVE
0033-0124,Professional Geographer,9.54925E+11,3.81E+15,Taylor & Francis CRKN Social Science and Humanities,getFullTxt,-1997,,ACTIVE
0033-3352,Public Administration Review,9.54921E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,1988-2011,,ACTIVE
0033-3352,Public Administration Review,9.54921E+11,1.11078E+14,Business Insights: Essentials,getFullTxt,1994-2002,,ACTIVE
0033-3352,Public Administration Review,9.54921E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-2000,,ACTIVE
0033-3352,Public Administration Review,9.54921E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,1965-2020,,ACTIVE
0033-3352,Public Administration Review,9.54921E+11,1E+15,EBSCOhost Education Research Complete,getFullTxt,1985-2020,,ACTIVE
0033-3352,Public Administration Review,9.54921E+11,1E+15,EBSCOhost Political Science Complete,getFullTxt,1965-2020,,ACTIVE
0033-3352,Public Administration Review,9.54921E+11,1.11082E+14,JSTOR Arts and Sciences IV,getFullTxt,1940-2015,,ACTIVE
0033-3506,Public health (London),9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1997-2002,,ACTIVE
0033-3506,Public health (London),9.54925E+11,2.56E+15,Elsevier ScienceDirect Journals Complete,getFullTxt,-1888,,ACTIVE
0033-5770,The Quarterly Review of Biology,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1999-2020,,ACTIVE
0033-5770,The Quarterly Review of Biology,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1926-2015,,ACTIVE
0034-3404,Regional Studies,9.54921E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,1997-2000,,ACTIVE
0034-3404,Regional Studies,9.54921E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,1997-2020,,ACTIVE
0034-3404,Regional Studies,9.54921E+11,3.81E+15,Taylor & Francis CRKN Social Science and Humanities,getFullTxt,-1995,,ACTIVE
0035-9254,"Journal of the Royal Statistical Society. Series C, Applied statistics",9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0035-9254,"Journal of the Royal Statistical Society. Series C, Applied statistics",9.54925E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,1965-2020,,ACTIVE
0035-9254,"Journal of the Royal Statistical Society. Series C, Applied statistics",9.54925E+11,2.67E+15,EBSCOhost Computers and Applied Sciences Complete,getFullTxt,1965-2020,,ACTIVE
0035-9254,"Journal of the Royal Statistical Society. Series C, Applied statistics",9.54925E+11,1.10994E+14,JSTOR Arts and Sciences I,getFullTxt,1952-2016,,ACTIVE
0036-0112,Rural Sociology,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0036-0112,Rural Sociology,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2001-2020,,ACTIVE
0036-0112,Rural Sociology,9.54925E+11,1E+15,EBSCOhost Education Research Complete,getFullTxt,1936-2020,,ACTIVE
0036-0112,Rural Sociology,9.54925E+11,1E+15,EBSCOhost SocINDEX with Full Text,getFullTxt,1936-2020,,ACTIVE
0036-0112,Rural Sociology,9.54925E+11,1E+15,MacEwan EBSCO Electronic Journals Service,getFullTxt,2004-2013,,ACTIVE
0036-8075,Science,9.54925E+11,1E+15,Ejournal Publishers,getFullTxt,-1880,,ACTIVE
0036-8075,Science,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1880-2015,,ACTIVE
0037-5497,Simulation : Transactions of the Society for Modeling and Simulation International,9.54925E+11,2.56E+15,SAGE Complete Deep Backfile Purchase 2015,getFullTxt,1963-1998,,ACTIVE
0037-5497,Simulation : Transactions of the Society for Modeling and Simulation International,9.54925E+11,2.56E+15,Sage CRKN Collection,getFullTxt,-1999,,ACTIVE
0038-0199,Sociologia Ruralis,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0038-0199,Sociologia Ruralis,9.54925E+11,1E+15,EBSCOhost SocINDEX with Full Text,getFullTxt,1960-2020,,ACTIVE
0038-0245,Sociological Inquiry,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0038-0245,Sociological Inquiry,9.54925E+11,1E+15,EBSCOhost SocINDEX with Full Text,getFullTxt,1960-2020,,ACTIVE
0038-0253,The Sociological Quarterly,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,2007-2016,,ACTIVE
0038-0253,The Sociological Quarterly,9.54925E+11,1E+15,EBSCOhost SocINDEX with Full Text,getFullTxt,-2000,,ACTIVE
0038-0253,The Sociological Quarterly,9.54925E+11,1E+15,JSTOR Arts and Sciences VII,getFullTxt,1960-2013,,ACTIVE
0038-0253,The Sociological Quarterly,9.54925E+11,3.71E+15,Taylor & Francis CRKN Social Science and Humanities,getFullTxt,-1997,,ACTIVE
0038-4941,Social Science Quarterly,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-2001,,ACTIVE
0038-4941,Social Science Quarterly,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1976-2000,,ACTIVE
0038-4941,Social Science Quarterly,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2001-2020,,ACTIVE
0038-4941,Social Science Quarterly,9.54925E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,1976-2000,,ACTIVE
0038-4941,Social Science Quarterly,9.54925E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,2001-2020,,ACTIVE
0038-4941,Social Science Quarterly,9.54925E+11,1E+15,EBSCOhost Education Research Complete,getFullTxt,1976-2000,,ACTIVE
0038-4941,Social Science Quarterly,9.54925E+11,1E+15,EBSCOhost Education Research Complete,getFullTxt,2001-2020,,ACTIVE
0038-4941,Social Science Quarterly,9.54925E+11,1.11025E+14,EBSCOhost Religion and Philosophy Collection,getFullTxt,1976-2000,,ACTIVE
0038-4941,Social Science Quarterly,9.54925E+11,1E+15,EBSCOhost SocINDEX with Full Text,getFullTxt,1976-2000,,ACTIVE
0038-4941,Social Science Quarterly,9.54925E+11,1E+15,EBSCOhost SocINDEX with Full Text,getFullTxt,2001-2020,,ACTIVE
0038-4941,Social Science Quarterly,9.54925E+11,3.71E+15,JSTOR Arts & Sciences XII,getFullTxt,1968-2015,,ACTIVE
0040-747X,Tijdschrift voor economische en sociale geografie,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0040-747X,Tijdschrift voor economische en sociale geografie,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1998-2020,,ACTIVE
0042-2533,Vanderbilt Law Review,9.54921E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,-1997,,ACTIVE
0042-2533,Vanderbilt Law Review,9.54921E+11,2.56E+15,Business Insights: Essentials,getFullTxt,-2010,,ACTIVE
0042-2533,Vanderbilt Law Review,9.54921E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,-2005,,ACTIVE
0042-2533,Vanderbilt Law Review,9.54921E+11,3.79E+15,Nexis Uni,getFullTxt,-1982,,ACTIVE
0043-0617,Washington Law Review,9.54925E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,2006-2021,,ACTIVE
0043-0617,Washington Law Review,9.54925E+11,1E+15,Business Insights: Essentials,getFullTxt,-2006,,ACTIVE
0043-0617,Washington Law Review,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,-2007,,ACTIVE
0043-0617,Washington Law Review,9.54925E+11,3.79E+15,Nexis Uni,getFullTxt,-1982,,ACTIVE
0043-1397,Water Resources Research,9.54925E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,2010-2012,,ACTIVE
0043-1397,Water Resources Research,9.54925E+11,3.79E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0043-1737,Weed Research,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0043-1737,Weed Research,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1998-2020,,ACTIVE
0043-1737,Weed Research,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,1961-2020,,ACTIVE
0043-1745,Weed Science,9.54925E+11,4.33E+15,CRKN Cambridge University Press Journals,getFullTxt,-2011,,ACTIVE
0043-1745,Weed Science,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1968-2017,,ACTIVE
0044-7447,AMBIO: A Journal of the Human Environment,9.54925E+11,2.67E+15,ABI/INFORM Collection,getFullTxt,2005-2020,,ACTIVE
0044-7447,AMBIO: A Journal of the Human Environment,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2007-2020,,ACTIVE
0044-7447,AMBIO: A Journal of the Human Environment,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1972-2017,,ACTIVE
0044-7447,AMBIO: A Journal of the Human Environment,9.54925E+11,2.55E+15,Public Health Database,getFullTxt,2005-2020,,ACTIVE
0044-7447,AMBIO: A Journal of the Human Environment,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-2010,,ACTIVE
0045-5067,Canadian Journal of Forest Research,9.54925E+11,2.55E+15,Canadian Business & Current Affairs Database,getFullTxt,1998-2007,,ACTIVE
0045-5067,Canadian Journal of Forest Research,9.54925E+11,1E+15,Canadian Science Publishing (NRC Research Press) Back Issues,getFullTxt,1971-1995,,ACTIVE
0045-5067,Canadian Journal of Forest Research,9.54925E+11,1.10998E+14,Canadian Science Publishing (NRC Research Press) Current,getFullTxt,-1996,,ACTIVE
0045-5067,Canadian Journal of Forest Research,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,-2001,,ACTIVE
0045-5067,Canadian Journal of Forest Research,9.54925E+11,1.11057E+14,EBSCOhost Canadian Reference Centre,getFullTxt,-2001,,ACTIVE
0045-5067,Canadian Journal of Forest Research,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,-2001,,ACTIVE
0045-5067,Canadian Journal of Forest Research,9.54925E+11,5.47E+15,Gale OneFile: CPI.Q,getFullTxt,2006-2020,,ACTIVE
0045-5067,Canadian Journal of Forest Research,9.54925E+11,1.10976E+14,MacEwan EBSCO Electronic Journals Service,getFullTxt,2012-2014,,ACTIVE
0045-8511,Copeia,9.54925E+11,1E+15,Ejournal Publishers,getFullTxt,-2000,,ACTIVE
0045-8511,Copeia,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1913-2017,,ACTIVE
0046-1121,Ecology Law Quarterly,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,-2000,,ACTIVE
0046-1121,Ecology Law Quarterly,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,-2000,,ACTIVE
0046-1121,Ecology Law Quarterly,9.54925E+11,3.79E+15,Nexis Uni,getFullTxt,-1995,,ACTIVE
0046-225X,Environmental Entomology,9.54925E+11,4.33E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0046-225X,Environmental Entomology,9.54925E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1972-1995,,ACTIVE
0047-2875,Journal of Travel Research,9.54921E+11,1.11032E+14,Business Insights: Essentials,getFullTxt,1998-1999,,ACTIVE
0047-2875,Journal of Travel Research,9.54921E+11,2.56E+15,SAGE Complete Deep Backfile Purchase 2015,getFullTxt,1972-1998,,ACTIVE
0047-2875,Journal of Travel Research,9.54921E+11,2.56E+15,Sage CRKN Collection,getFullTxt,-1999,,ACTIVE
0048-0134,New Zealand Journal of Forestry Science,9.54929E+11,2.67E+15,EBSCOhost Environment Complete,getFullTxt,2010-2013,,ACTIVE
0048-0134,New Zealand Journal of Forestry Science,9.54929E+11,3.71E+15,EBSCOhost Environment Complete,getFullTxt,-2016,,ACTIVE
0049-6979,"Water, Air, & Soil Pollution",9.54925E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,1997-2020,,ACTIVE
0049-6979,"Water, Air, & Soil Pollution",9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2000-2020,,ACTIVE
0049-6979,"Water, Air, & Soil Pollution",9.54925E+11,2.55E+15,Public Health Database,getFullTxt,1997-2020,,ACTIVE
0049-6979,"Water, Air, & Soil Pollution",9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0066-4162,Annual Review of Ecology and Systematics,9.54925E+11,2.67E+15,Annual Reviews,getFullTxt,1970-2002,,ACTIVE
0066-4162,Annual Review of Ecology and Systematics,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1970-2002,,ACTIVE
0066-4162,Annual Review of Ecology and Systematics,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,1970-2002,,ACTIVE
0066-4162,Annual Review of Ecology and Systematics,9.54925E+11,1.10994E+14,JSTOR Arts and Sciences I,getFullTxt,1970-2002,,ACTIVE
0066-4162,Annual Review of Ecology and Systematics,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1970-2002,,ACTIVE
0066-4170,Annual Review of Entomology,9.54925E+11,1.11058E+14,Annual Reviews,getFullTxt,-1956,,ACTIVE
0066-4170,Annual Review of Entomology,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1997-2005,,ACTIVE
0066-4170,Annual Review of Entomology,9.54925E+11,1.10976E+14,MacEwan EBSCO Electronic Journals Service,getFullTxt,-2016,,ACTIVE
0066-4286,Annual Review of Phytopathology,9.54925E+11,1.11058E+14,Annual Reviews,getFullTxt,1963-2015,,ACTIVE
0066-4286,Annual Review of Phytopathology,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1996-2005,,ACTIVE
0066-4812,Antipode,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0066-4812,Antipode,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1998-2020,,ACTIVE
0066-6939,Arctic Anthropology,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1993-2020,,ACTIVE
0066-6939,Arctic Anthropology,9.54925E+11,2.47E+15,EBSCOhost America History and Life with Full Text,getFullTxt,1993-2020,,ACTIVE
0066-6939,Arctic Anthropology,9.54925E+11,2.55E+15,JSTOR Arts and Sciences VI,getFullTxt,1962-2015,,ACTIVE
0066-6939,Arctic Anthropology,9.54925E+11,1E+15,Project Muse Premium Collection,getFullTxt,-2003,,ACTIVE
0077-8923,Annals of the New York Academy of Sciences,9.54927E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
